Table,Table_Description,Field,Calculated,Display_Name,Data_Type,Field_Description,Notes,Values,Validation,Required,Ref_Source,Ref_Name,Ref_Link,Ref_Match,Ref_Notes,Translation source,Spanish Translation,Ref2_DataScribe,Ref2_Source,Ref2_Name,Ref2_Link,Ref2_Match,Ref2_Notes,Other_Links,...26,...27
Fert.Out,,F.P2O5,No,Total Organic  Elemental P2O5,Numeric,Total phosphorus applied from inorganic sources presented as phosphorus pentoxide (P2O5) .,,NA,Depends on Unit,No,AGROVOC,"phosphorus
inorganic fertilizers","http://aims.fao.org/aos/agrovoc/c_5804
http://aims.fao.org/aos/agrovoc/c_27870",Partial,"substances > elements > nonmetals > phosphorus
resources > inputs > farm inputs > fertilizers > inorganic fertilizers",Camila,P2O5 organico total,Yes,"CHEBI
AGRO","elemental phosphorus
inorganic fertilizer (mineral fertilizer)","http://purl.obolibrary.org/obo/CHEBI_33464
http://purl.obolibrary.org/obo/AGRO_00002040",Partial,A material entity that has a fertilizer role and that is mined from mineral deposits or manufactured from synthetic compounds.,,,
Fert.Out,,F.KI,No,Total Organic Elemental K,Numeric,"Total elemental potassium applied from inorganic sources (e.g., potassium chloride or monopotassium phosphate).",,NA,Depends on Unit,No,AGROVOC,"potassium
inorganic fertilizers","http://aims.fao.org/aos/agrovoc/c_6139
http://aims.fao.org/aos/agrovoc/c_27870",Partial,"substances > elements > metallic elements > alkali metals > potassium
resources > inputs > farm inputs > fertilizers > inorganic fertilizers",Camila,K organico total,Yes,"CHEBI
AGRO","elemental potassium
inorganic fertilizer (mineral fertilizer)","http://purl.obolibrary.org/obo/CHEBI_37247
http://purl.obolibrary.org/obo/AGRO_00002040",Partial,A material entity that has a fertilizer role and that is mined from mineral deposits or manufactured from synthetic compounds.,,,
Fert.Out,,F.K2O,No,Total Organic Elemental K,Numeric,Total potassium applied from inorganic sources presented as potassium oxide (K2O).,,NA,Depends on Unit,No,AGROVOC,"potassium
inorganic fertilizers","http://aims.fao.org/aos/agrovoc/c_6139
http://aims.fao.org/aos/agrovoc/c_27870",Partial,"substances > elements > metallic elements > alkali metals > potassium
resources > inputs > farm inputs > fertilizers > inorganic fertilizers",Camila,K organico total,Yes,"CHEBI
AGRO","elemental potassium
inorganic fertilizer (mineral fertilizer)","http://purl.obolibrary.org/obo/CHEBI_37247
http://purl.obolibrary.org/obo/AGRO_00002040",Partial,A material entity that has a fertilizer role and that is mined from mineral deposits or manufactured from synthetic compounds.,,,
Fert.Out,,F.O.Unit,No,Organic NPK Unit of Measurement,Character,The unit of measurement for total organic NPK numbers.,,lookup_levels$F.Unit,NA,"If any of Fert.Out$F.NO, Fert.Out$F.PO or Fert.Out$F.KO are completed then this field is required.",AGROVOC,,,No,,Camila,Unidad de medida NPK organico,Yes,IAO,measurement unit label,http://purl.obolibrary.org/obo/IAO_0000003,(Yes),A measurement unit label is as a label that is part of a scalar measurement datum and denotes a unit of measure.,,,
Fert.Out,,F.I.Unit,No,Inorganic NPK Unit of Measurement,Character,The unit of measurement for total organic NPK numbers.,,lookup_levels$F.Unit,NA,"If any of Fert.Out$F.NI, Fert.Out$F.PI, Fert.Out$F.P2O5, Fert.Out$F.K2O or Fert.Out$F.KI are completed then this field is required.",AGROVOC,,,No,,Camila,Unidad de medida NPK inorganico,Yes,IAO,measurement unit label,http://purl.obolibrary.org/obo/IAO_0000003,(Yes),A measurement unit label is as a label that is part of a scalar measurement datum and denotes a unit of measure.,,,
Fert.Out,FIELD NOT REQUIRED,F.NI.Code,Yes,FIELD NOT REQUIRED,Character,,,"Practices[Subpractice == ""Inorganic N Inputs"",Code]",NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,
Fert.Out,FIELD NOT REQUIRED,F.PI.Code,Yes,FIELD NOT REQUIRED,Character,,,"Practices[Subpractice == ""Inorganic P Inputs"",Code]",NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,
Fert.Out,FIELD NOT REQUIRED,F.KI.Code,Yes,FIELD NOT REQUIRED,Character,,,"Practices[Subpractice == ""Inorganic K Inputs"",Code]",NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,
Fert.Out,FIELD NOT REQUIRED,F.Urea,Yes,FIELD NOT REQUIRED,Character,,,"Practices[Subpractice == ""Urea"",Code]",NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,
Fert.Out,FIELD NOT REQUIRED,F.Compost,Yes,FIELD NOT REQUIRED,Character,,,"Practices[Subpractice == ""Compost"",Code]",NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,
Fert.Out,FIELD NOT REQUIRED,F.Manure,Yes,FIELD NOT REQUIRED,Character,,,"Practices[Subpractice == ""Manure"",Code]",NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,
Fert.Out,FIELD NOT REQUIRED,F.Biosolid,Yes,FIELD NOT REQUIRED,Character,,,"Practices[Subpractice == ""Biosolids"",Code]",NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,
Fert.Out,FIELD NOT REQUIRED,F.MicroN,Yes,FIELD NOT REQUIRED,Character,,,"Practices[Subpractice == ""Inorganic Micronutrients Inputs"",Code]",NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,
Fert.Out,FIELD NOT REQUIRED,F.Codes,Yes,FIELD NOT REQUIRED,Character,Concatenation of all fertilizer code fields in this table.,,Concatenation of all fertilizer code fields in this table.,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,
Fert.Out,,B.Code,Yes,NA,Character,,,Pub.Out$B.Code,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,
Fert.Out,FIELD NOT REQUIRED,F.Biochar,Yes,FIELD NOT REQUIRED,Character,,,"Practices[Subpractice == ""Biochar"",Code]",NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,
Fert.Out,FIELD NOT REQUIRED,F.Codes2,Yes,FIELD NOT REQUIRED,Character,Concatenation of all fertilizer codes derived from Fert.Method table Fert.Method[F.Level.Name == Fert.Out.F.Level.Name],,Concatenation of all fertilizer codes derived from Fert.Method table Fert.Method[F.Level.Name == Fert.Out.F.Level.Name],NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,
Fert.Out,FIELD NOT REQUIRED,F.Level.Name2,Yes,FIELD NOT REQUIRED,Character,"An alternative practice name field generated by an R function in the excel import script, probably not required. I think it was created to link Fert.Out and Fert.Methods tables as some sort of harmonization/QC process.",,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,
Fert.Method,Each row of this table represents a fertilizer application,F.Level.Name,No,Fertilizer Practice Name,Character,,,Fert.Out$F.Level.Name,NA,Yes,NA,NA,NA,NA,NA,,,,,,,,,,,
Fert.Method,Each row of this table represents a fertilizer application https://agrovoc.fao.org/browse/agrovoc/en/page/c_10795,F.Category,No,Type of Fertilizer,Character,,,unique(Fertilizer$F.Category),NA,Yes,AGROVOC,fertilizers,http://aims.fao.org/aos/agrovoc/c_2867,(Yes),resources > inputs > farm inputs > fertilizers,Camila,Tipo de fertilizante,Yes,AGRO,agronomic fertilizer,http://purl.obolibrary.org/obo/AGRO_00002062,(Yes),An enviromental material that has a role of fertilization,,,
Fert.Method,Each row of this table represents a fertilizer application https://agrovoc.fao.org/browse/agrovoc/en/page/c_10795,F.Type,No,Specific Fertilizer,Character,,,"Fertilizer[F.Category==Fert.Method$F.Category,F.Type] or Free Text",If a new value is added it will need to be flagged and the corresponding entry in the fertilizer completed.,Yes,AGROVOC,fertilizers,http://aims.fao.org/aos/agrovoc/c_2867,(Yes),resources > inputs > farm inputs > fertilizers,Camila,Fertilizante especifico,Yes,AGRO,agronomic fertilizer,http://purl.obolibrary.org/obo/AGRO_00002062,(Yes),An enviromental material that has a role of fertilization,,,
Fert.Method,Each row of this table represents a fertilizer application https://agrovoc.fao.org/browse/agrovoc/en/page/c_10795,F.NPK,No,N-P-K Rating (as N-P2O5-K20),Character,"For compound inorganic fertilizers that are mixture of several chemicals you can specify the N-P-K rating here (note the N-P-K rating should refer to N-P2O5-K2O and not elemental N-P-K). Please use a dash ""-"" to separate the numbers. If the components are well described then please enter these instead of the compound fertilizer.",,Free Text,"Should be of the form ""number-number-number""","Only required if Fertilizer[F.Type==Fert.Method$F.Type, F.Category == ""Inorganic"" & F.Compound==""Yes""]",AGROVOC,,,No,,Camila,Relacion N-P-K,No,,,,,,,,
Fert.Method,Each row of this table represents a fertilizer application https://agrovoc.fao.org/browse/agrovoc/en/page/c_10795,F.Amount,No,Amount Applied,Numeric,,,NA,Depends on Unit,Yes,AGROVOC,,,No,,Camila,Cantidad aplicada,Yes,AGRO,fertilizer amount,http://purl.obolibrary.org/obo/AGRO_00010017,Yes,The amount of a agronomic fertilizer,,,
Fert.Method,Each row of this table represents a fertilizer application https://agrovoc.fao.org/browse/agrovoc/en/page/c_10795,F.Unit,No,Unit of Measurement,Character,,,lookup_levels$F.Unit,NA,Yes,AGROVOC,,,No,,Camila,Unidad de medida NPK inorganico,Yes,IAO,measurement unit label,http://purl.obolibrary.org/obo/IAO_0000003,(Yes),A measurement unit label is as a label that is part of a scalar measurement datum and denotes a unit of measure.,,,
Fert.Method,Each row of this table represents a fertilizer application https://agrovoc.fao.org/browse/agrovoc/en/page/c_10795,F.Method,No,Method of Application,Character,The technique used to apply fertilizer. This does not include details of labor or mechanization.,,lookup_levels$F.Method,NA,Yes,AGROVOC,fertilizer application,http://aims.fao.org/aos/agrovoc/c_10795,Partial,activities > application > fertilizer application,Camila,Metodo de aplicacion,Yes,AGRO,application method (fertilizer application technique),http://purl.obolibrary.org/obo/AGRO_00000036,Yes,A plan specification which describes how a material entity is applied to another material entity.,,,
Fert.Method,Each row of this table represents a fertilizer application https://agrovoc.fao.org/browse/agrovoc/en/page/c_10795,F.Physical,No,Fertilizer Physical Processing,Character,"Physical characteristics of a fertilizer, such as pelletting or supergranulation.",,lookup_levels$F.Physical,NA,No,AGROVOC,,,No,,,,,,,,,,,,
Fert.Method,Each row of this table represents a fertilizer application https://agrovoc.fao.org/browse/agrovoc/en/page/c_10795,F.Mechanization,No,Fertilizer Mechanization,Character,"Was manual, animal or mechanized effort used to apply fertilizer?",,lookup_levels$F.Mechanization,NA,No,AGROVOC,agricultural mechanization,http://aims.fao.org/aos/agrovoc/c_39f65d19,Yes,technology > technological changes > modernization > mechanization > agricultural mechanization,,,,,,,,,,,
Fert.Method,Each row of this table represents a fertilizer application https://agrovoc.fao.org/browse/agrovoc/en/page/c_10795,F.Source,No,Fertilizer Source,Character,"Only required for organic materials like compost, manure or residues.",,lookup_levels$M.Source,NA,"Only required if Fertilizer[F.Type==Fert.Method$F.Type, F.Category == ""Organic"" ]",AGROVOC,,,No,,Camila,Fuente de fertilizante,No,,,,,,,,
Fert.Method,Each row of this table represents a fertilizer application https://agrovoc.fao.org/browse/agrovoc/en/page/c_10795,F.Fate,No,"What happened to the material? The mulched fate can only be used with manures or composts. Mulched organic materials that are not biosolids, compost or manure should be recorded in mulch and crop residues section.",Character,,,lookup_levels$M.Fate,NA,"Only required if Fertilizer[F.Type==Fert.Method$F.Type, F.Category == ""Organic"" ]",AGROVOC,,,No,,Camila,,No,,,,,,,,
Fert.Method,Each row of this table represents a fertilizer application https://agrovoc.fao.org/browse/agrovoc/en/page/c_10795,Site.ID,No,Site Name,Character,Site Name,,Site.Out$Site.ID,,,,,,,,,,,,,,,,,,
Fert.Method,Each row of this table represents a fertilizer application https://agrovoc.fao.org/browse/agrovoc/en/page/c_10795,Time,No,Time Period,Character,Time Period,,Time$Times,,,,,,,,,,,,,,,,,,
Fert.Method,Each row of this table represents a fertilizer application https://agrovoc.fao.org/browse/agrovoc/en/page/c_10795,F.Date.Start,No,Start Date,Date,State date of fertilizer application. Where there is uncertainty around the exact timing of application the start and end date fields can be used to create a window that represents this. For example if a paper states fertilizer was applied in May 2020 we would state start date = 01/05/2020 and end date = 31/05/2020.,,NA,Should correspond to time period chosen,No,AGROVOC,treatment date,http://aims.fao.org/aos/agrovoc/c_27921,Yes,,,,Yes,AGRO,agronomic fertilization date,http://purl.obolibrary.org/obo/AGRO_00010143,Yes,"The time of an agronomic fertilization The tim
",,,
Fert.Method,Each row of this table represents a fertilizer application https://agrovoc.fao.org/browse/agrovoc/en/page/c_10795,F.Date.End,No,End Date,Date,End date of fertilizer application. Where there is uncertainty around the exact timing of application the start and end date fields can be used to create a window that represents this. For example if a paper states fertilizer was applied in May 2020 we would state start date = 01/05/2020 and end date = 31/05/2020.,,NA,Should not be less than Fert.Method$F.Date.Start,No,AGROVOC,treatment date,http://aims.fao.org/aos/agrovoc/c_27921,Yes,,,,Yes,AGRO,agronomic fertilization date,http://purl.obolibrary.org/obo/AGRO_00010143,Yes,"The time of an agronomic fertilization The tim
",,,
Fert.Method,Each row of this table represents a fertilizer application https://agrovoc.fao.org/browse/agrovoc/en/page/c_10795,F.Date,No,Application Date as dd/mm,Character,,,NA,dd/mm,No,AGROVOC,treatment date,http://aims.fao.org/aos/agrovoc/c_27921,Yes,time > timing > treatment date,Camila,Fecha de aplicacion,Yes,AGRO,fertilizer application date,http://purl.obolibrary.org/obo/AGRO_00000593,Yes,Date of the fertilizer application,,,
Fert.Method,Each row of this table represents a fertilizer application https://agrovoc.fao.org/browse/agrovoc/en/page/c_10795,F.Date.Stage,No,Application Date as Crop Stage,Character,,,Free Text,Need developing,No,AGROVOC,"treatment date
plant developmental stages","http://aims.fao.org/aos/agrovoc/c_27921
http://aims.fao.org/aos/agrovoc/c_5959",Yes,"time > timing > treatment date
stages > developmental stages > plant developmental stages",Camila,Fecha de aplicacion | Etapa fenologica dle cultivo,Yes,"AGRO
CO","fertilizer application date
growth stage","http://purl.obolibrary.org/obo/AGRO_00000593
http://www.cropontology.org/rdf/CO_321:0000016",Yes,"Date of the fertilizer application
growth/developmental stages based on zadoks decimal code.",,,
Fert.Method,Each row of this table represents a fertilizer application https://agrovoc.fao.org/browse/agrovoc/en/page/c_10795,F.Date.DAP,No,Application Date as Days Before or After Planting,Integer,"Enter days before planting as a minus number.
If activity is done at planting then enter ""0"".",,,Range -100 to 100,No,AGROVOC,treatment date,http://aims.fao.org/aos/agrovoc/c_27921,Partial,time > timing > treatment date,Camila,Fecha de aplicacion en dias antes o despues de siembra,Yes,AGRO,fertilizer application date,http://purl.obolibrary.org/obo/AGRO_00000593,Partial,Date of the fertilizer application,,,
Fert.Method,Each row of this table represents a fertilizer application https://agrovoc.fao.org/browse/agrovoc/en/page/c_10795,F.Date.DAE,No,Application Date as Days After Emergence,Integer,"Enter days before emergence as a minus number.
If activity is done at emergence then enter ""0"".",,,Range -100 to 100,No,AGROVOC,treatment date,http://aims.fao.org/aos/agrovoc/c_27921,Partial,time > timing > treatment date,Camila,Fecha de aplicacion en dias antes o despues de emergencia,Yes,AGRO,fertilizer application date,http://purl.obolibrary.org/obo/AGRO_00000593,Partial,Date of the fertilizer application,,,
Fert.Method,Each row of this table represents a fertilizer application https://agrovoc.fao.org/browse/agrovoc/en/page/c_10795,F.Date.Text,No,Application Date as Other Text Description,Character,,,Free Text,NA,No,AGROVOC,treatment date,http://aims.fao.org/aos/agrovoc/c_27921,(Yes),time > timing > treatment date,Camila,Fecha de tratamiento,Yes,AGRO,fertilizer application date,http://purl.obolibrary.org/obo/AGRO_00000593,(Yes),Date of the fertilizer application,,,
Fert.Method,,B.Code,Yes,NA,Character,,,Pub.Out$B.Code,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,,,
Fert.Method,FIELD NOT REQUIRED,Fert.Code1,Yes,FIELD NOT REQUIRED,Character,,,"Fertilizer[F.Type==Fert.Method$F.Type,Fert.Code1]",NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,,,
Fert.Method,FIELD NOT REQUIRED,Fert.Code2,Yes,FIELD NOT REQUIRED,Character,,,"Fertilizer[F.Type==Fert.Method$F.Type,Fert.Code2]",NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,,,
Fert.Method,FIELD NOT REQUIRED,Fert.Code3,Yes,FIELD NOT REQUIRED,Character,,,"Fertilizer[F.Type==Fert.Method$F.Type,Fert.Code3]",NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,,,
